pool_id,source_scheme_id,topsis_score,hard_violations,same_city_repeat_index,pair_conflict_index,admin_diversity,sport_variance,sport_range,competition_suspense,hot_match_index,eco_cv,pop_cv,tour_cv,avg_inner_distance_km,geo_cover,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16
P0021,S1535,0.575120020482,0,0.000000000000,0.000000000000,4.000000000000,816.700907367362,98.852568857712,0.134859804228,770.091894063145,0.763081466674,0.576385105351,0.406629092502,170.805506515894,3.312500000000,杭州市、磐安县、三门县、永嘉县,宁波市、新昌县、淳安县、嵊泗县,温州市、龙泉市、临海市、德清县,嘉兴市、遂昌县、宁海县、安吉县,湖州市、平湖市、温岭市、岱山县,绍兴市、庆元县、玉环市、乐清市,金华市、海盐县、诸暨市、苍南县,衢州市、青田县、仙居县、长兴县,舟山市、海宁市、慈溪市、文成县,台州市、永康市、龙港市、开化县,丽水市、桐乡市、桐庐县、平阳县,东阳市、嘉善县、建德市、常山县,兰溪市、松阳县、象山县、瑞安市,义乌市、缙云县、嵊州市、泰顺县,武义县、云和县、天台县、江山市,浦江县、景宁畲族自治县、余姚市、龙游县
P0022,S1829,0.574769354942,0,0.000000000000,0.000000000000,4.000000000000,322.259952706538,59.931764336076,0.141076896321,730.849131069714,0.745587282688,0.579692052784,0.268541617252,188.345210384187,3.687500000000,杭州市、遂昌县、龙港市、东阳市,宁波市、景宁畲族自治县、苍南县、永康市,温州市、云和县、临海市、海宁市,嘉兴市、江山市、文成县、磐安县,湖州市、宁海县、乐清市、武义县,绍兴市、庆元县、泰顺县、淳安县,金华市、松阳县、常山县、桐庐县,衢州市、慈溪市、浦江县、岱山县,舟山市、缙云县、永嘉县、海盐县,台州市、青田县、平阳县、平湖市,丽水市、开化县、天台县、桐乡市,安吉县、象山县、三门县、兰溪市,诸暨市、龙泉市、瑞安市、嘉善县,德清县、新昌县、温岭市、嵊泗县,长兴县、龙游县、仙居县、义乌市,嵊州市、余姚市、玉环市、建德市
P0023,S2438,0.573881500030,0,0.000000000000,0.000000000000,4.000000000000,961.957384354541,108.698788214065,0.161428625041,745.094077206189,0.761479849235,0.570925544759,0.304264417964,180.472413854453,3.375000000000,杭州市、磐安县、遂昌县、平湖市,宁波市、三门县、新昌县、龙泉市,温州市、东阳市、嵊州市、庆元县,嘉兴市、温岭市、瑞安市、常山县,湖州市、宁海县、诸暨市、江山市,绍兴市、仙居县、云和县、开化县,金华市、象山县、天台县、岱山县,衢州市、永康市、文成县、缙云县,舟山市、淳安县、泰顺县、海盐县,台州市、浦江县、乐清市、松阳县,丽水市、义乌市、龙港市、海宁市,长兴县、兰溪市、景宁畲族自治县、嵊泗县,德清县、武义县、永嘉县、嘉善县,建德市、临海市、平阳县、青田县,桐庐县、慈溪市、玉环市、桐乡市,安吉县、余姚市、苍南县、龙游县
P0024,S1366,0.573060300119,0,0.000000000000,0.000000000000,4.000000000000,538.211293025751,82.477948786780,0.138815697727,761.186661529802,0.817283446678,0.588837210159,0.380247902758,173.509390001232,3.312500000000,杭州市、平湖市、长兴县、岱山县,宁波市、温岭市、松阳县、嵊州市,温州市、临海市、景宁畲族自治县、常山县,嘉兴市、永康市、遂昌县、诸暨市,湖州市、天台县、嘉善县、龙游县,绍兴市、淳安县、海宁市、泰顺县,金华市、慈溪市、龙港市、开化县,衢州市、仙居县、桐乡市、新昌县,舟山市、兰溪市、龙泉市、乐清市,台州市、桐庐县、云和县、文成县,丽水市、宁海县、德清县、嵊泗县,武义县、余姚市、缙云县、瑞安市,义乌市、象山县、安吉县、江山市,东阳市、三门县、庆元县、苍南县,浦江县、建德市、海盐县、永嘉县,磐安县、玉环市、青田县、平阳县
P0025,S2503,0.572885849610,0,0.000000000000,0.000000000000,4.000000000000,293.058615044080,52.547455200807,0.152365985020,769.639192123304,0.774190150451,0.593261905117,0.378429500864,190.109216874216,3.375000000000,杭州市、临海市、开化县、海盐县,宁波市、景宁畲族自治县、武义县、嵊州市,温州市、遂昌县、浦江县、象山县,嘉兴市、庆元县、永康市、德清县,湖州市、文成县、义乌市、平湖市,绍兴市、温岭市、平阳县、嵊泗县,金华市、龙港市、桐庐县、海宁市,衢州市、瑞安市、嘉善县、长兴县,舟山市、永嘉县、淳安县、慈溪市,台州市、苍南县、建德市、宁海县,丽水市、泰顺县、兰溪市、诸暨市,松阳县、仙居县、常山县、余姚市,龙泉市、天台县、龙游县、岱山县,云和县、玉环市、东阳市、新昌县,缙云县、乐清市、江山市、安吉县,青田县、三门县、磐安县、桐乡市
P0026,S0838,0.572231026017,0,0.000000000000,0.000000000000,4.000000000000,563.862657452874,89.404762846226,0.134748849002,770.895909612870,0.809660652748,0.640508115307,0.337661841439,177.277829050477,3.437500000000,杭州市、温岭市、平阳县、东阳市,宁波市、玉环市、开化县、嘉善县,温州市、青田县、常山县、永康市,嘉兴市、庆元县、乐清市、磐安县,湖州市、景宁畲族自治县、泰顺县、江山市,绍兴市、桐庐县、安吉县、浦江县,金华市、淳安县、永嘉县、桐乡市,衢州市、云和县、嵊州市、海宁市,舟山市、临海市、慈溪市、新昌县,台州市、象山县、长兴县、海盐县,丽水市、仙居县、宁海县、义乌市,岱山县、天台县、文成县、武义县,松阳县、余姚市、苍南县、平湖市,嵊泗县、龙泉市、德清县、诸暨市,遂昌县、三门县、龙港市、兰溪市,缙云县、建德市、瑞安市、龙游县
P0027,S2891,0.572155386055,0,0.000000000000,0.000000000000,4.000000000000,340.016588857458,61.324531542506,0.149731270440,742.091235831258,0.746876766445,0.538051907532,0.341189128694,189.601461404582,3.500000000000,杭州市、龙泉市、岱山县、泰顺县,宁波市、嵊州市、三门县、长兴县,温州市、云和县、临海市、龙游县,嘉兴市、武义县、桐庐县、开化县,湖州市、磐安县、缙云县、文成县,绍兴市、松阳县、温岭市、安吉县,金华市、遂昌县、玉环市、德清县,衢州市、浦江县、龙港市、余姚市,舟山市、新昌县、青田县、苍南县,台州市、永康市、建德市、平阳县,丽水市、兰溪市、嵊泗县、宁海县,平湖市、东阳市、淳安县、乐清市,桐乡市、诸暨市、天台县、象山县,海宁市、景宁畲族自治县、瑞安市、江山市,嘉善县、义乌市、仙居县、常山县,海盐县、庆元县、永嘉县、慈溪市
P0028,S1496,0.571640780482,0,0.000000000000,0.000000000000,4.000000000000,944.857280181384,104.631657681922,0.152491295006,761.298486250339,0.754248172423,0.580585357094,0.363709846766,178.757069752580,3.375000000000,杭州市、东阳市、青田县、泰顺县,宁波市、常山县、三门县、嵊泗县,温州市、宁海县、仙居县、淳安县,嘉兴市、开化县、慈溪市、苍南县,湖州市、平湖市、天台县、瑞安市,绍兴市、桐乡市、庆元县、永嘉县,金华市、海宁市、玉环市、文成县,衢州市、嵊州市、临海市、桐庐县,舟山市、磐安县、松阳县、乐清市,台州市、象山县、遂昌县、龙港市,丽水市、海盐县、温岭市、安吉县,义乌市、龙游县、缙云县、建德市,兰溪市、新昌县、余姚市、岱山县,浦江县、江山市、景宁畲族自治县、平阳县,武义县、诸暨市、龙泉市、德清县,永康市、嘉善县、云和县、长兴县
P0029,S1166,0.570975134209,0,0.000000000000,0.000000000000,4.000000000000,994.902221620531,117.081393027612,0.161955845349,750.423685871785,0.746136718942,0.557573041010,0.340844681165,178.361224135061,3.250000000000,杭州市、云和县、龙港市、天台县,宁波市、安吉县、磐安县、海盐县,温州市、松阳县、嵊州市、临海市,嘉兴市、缙云县、浦江县、建德市,湖州市、庆元县、乐清市、淳安县,绍兴市、永嘉县、兰溪市、仙居县,金华市、遂昌县、桐庐县、桐乡市,衢州市、景宁畲族自治县、苍南县、永康市,舟山市、长兴县、瑞安市、玉环市,台州市、象山县、武义县、嘉善县,丽水市、德清县、东阳市、岱山县,常山县、平阳县、新昌县、嵊泗县,开化县、青田县、泰顺县、三门县,龙泉市、慈溪市、诸暨市、平湖市,江山市、宁海县、文成县、温岭市,龙游县、余姚市、义乌市、海宁市
P0030,S1363,0.570962364296,0,0.000000000000,0.000000000000,4.000000000000,746.413681184923,100.587022131570,0.127150854590,740.667257301655,0.735541495492,0.535147374112,0.321879520356,170.376321492686,3.187500000000,杭州市、嵊泗县、东阳市、新昌县,宁波市、龙泉市、平阳县、仙居县,温州市、缙云县、龙游县、三门县,嘉兴市、景宁畲族自治县、浦江县、天台县,湖州市、海盐县、武义县、江山市,绍兴市、遂昌县、永嘉县、玉环市,金华市、德清县、龙港市、开化县,衢州市、岱山县、文成县、临海市,舟山市、长兴县、兰溪市、瑞安市,台州市、云和县、永康市、常山县,丽水市、桐乡市、磐安县、桐庐县,慈溪市、嘉善县、乐清市、诸暨市,余姚市、庆元县、泰顺县、温岭市,象山县、松阳县、苍南县、嵊州市,宁海县、海宁市、青田县、淳安县,安吉县、平湖市、义乌市、建德市
P0031,S0409,0.570897649140,0,0.000000000000,0.000000000000,4.000000000000,423.190037269441,77.265261427591,0.116502316644,758.917076257654,0.771995580947,0.590501325427,0.347935824736,172.952713766264,3.312500000000,杭州市、缙云县、江山市、苍南县,宁波市、景宁畲族自治县、桐乡市、平阳县,温州市、龙游县、桐庐县、长兴县,嘉兴市、余姚市、永康市、德清县,湖州市、三门县、建德市、瑞安市,绍兴市、龙泉市、海盐县、嵊泗县,金华市、遂昌县、平湖市、永嘉县,衢州市、慈溪市、武义县、岱山县,舟山市、青田县、嘉善县、安吉县,台州市、常山县、浦江县、嵊州市,丽水市、开化县、义乌市、龙港市,天台县、云和县、兰溪市、乐清市,临海市、宁海县、海宁市、新昌县,玉环市、象山县、淳安县、泰顺县,温岭市、松阳县、磐安县、文成县,仙居县、庆元县、东阳市、诸暨市
P0032,S1925,0.570879292628,0,0.000000000000,0.000000000000,4.000000000000,1037.185782682409,107.994666308530,0.148790309723,759.160046320483,0.789151885744,0.588546605429,0.331039295092,177.735235589704,3.562500000000,杭州市、长兴县、浦江县、常山县,宁波市、文成县、临海市、岱山县,温州市、桐乡市、兰溪市、宁海县,嘉兴市、武义县、仙居县、景宁畲族自治县,湖州市、海宁市、温岭市、余姚市,绍兴市、瑞安市、龙泉市、象山县,金华市、泰顺县、玉环市、松阳县,衢州市、龙港市、三门县、嵊泗县,舟山市、海盐县、磐安县、青田县,台州市、德清县、遂昌县、诸暨市,丽水市、平湖市、天台县、新昌县,乐清市、嘉善县、庆元县、慈溪市,建德市、平阳县、永康市、开化县,桐庐县、苍南县、云和县、江山市,淳安县、义乌市、缙云县、龙游县,永嘉县、安吉县、东阳市、嵊州市
P0033,S1501,0.570599878140,0,0.000000000000,0.000000000000,4.000000000000,359.289947642331,57.039035763343,0.129039075314,770.170594714945,0.809641503859,0.615053823915,0.354514049981,181.166107931986,3.437500000000,杭州市、长兴县、义乌市、象山县,宁波市、龙泉市、江山市、磐安县,温州市、景宁畲族自治县、浦江县、海盐县,嘉兴市、临海市、嵊州市、桐庐县,湖州市、遂昌县、乐清市、兰溪市,绍兴市、天台县、龙港市、平湖市,金华市、三门县、瑞安市、海宁市,衢州市、温岭市、新昌县、嘉善县,舟山市、德清县、永嘉县、桐乡市,台州市、嵊泗县、文成县、淳安县,丽水市、苍南县、永康市、宁海县,青田县、岱山县、龙游县、慈溪市,云和县、玉环市、常山县、东阳市,缙云县、泰顺县、诸暨市、武义县,松阳县、仙居县、平阳县、余姚市,庆元县、安吉县、开化县、建德市
P0034,S1429,0.570363093566,0,0.000000000000,0.000000000000,4.000000000000,702.460422161194,91.504345110016,0.125116016291,747.681285499770,0.770615325921,0.571573125803,0.318192605260,173.643540116279,3.437500000000,杭州市、松阳县、三门县、常山县,宁波市、新昌县、临海市、德清县,温州市、磐安县、龙泉市、象山县,嘉兴市、泰顺县、仙居县、慈溪市,湖州市、龙港市、云和县、桐乡市,绍兴市、乐清市、淳安县、江山市,金华市、平阳县、玉环市、余姚市,衢州市、嵊州市、遂昌县、安吉县,舟山市、永嘉县、景宁畲族自治县、宁海县,台州市、武义县、青田县、海盐县,丽水市、瑞安市、天台县、开化县,义乌市、岱山县、建德市、嘉善县,永康市、苍南县、庆元县、龙游县,东阳市、文成县、温岭市、长兴县,浦江县、嵊泗县、缙云县、海宁市,兰溪市、诸暨市、桐庐县、平湖市
P0035,S1692,0.570199842177,0,0.000000000000,0.000000000000,4.000000000000,481.755086494385,75.266774198252,0.121283028683,767.560297880432,0.790617277628,0.582479021922,0.385465946497,173.653280722009,3.375000000000,杭州市、文成县、嘉善县、江山市,宁波市、桐庐县、平湖市、东阳市,温州市、庆元县、三门县、武义县,嘉兴市、松阳县、岱山县、宁海县,湖州市、苍南县、嵊泗县、余姚市,绍兴市、建德市、仙居县、龙游县,金华市、遂昌县、诸暨市、长兴县,衢州市、龙泉市、临海市、磐安县,舟山市、乐清市、玉环市、浦江县,台州市、海盐县、嵊州市、慈溪市,丽水市、海宁市、开化县、永康市,泰顺县、淳安县、天台县、义乌市,龙港市、云和县、桐乡市、德清县,永嘉县、青田县、新昌县、兰溪市,瑞安市、景宁畲族自治县、温岭市、象山县,平阳县、缙云县、常山县、安吉县
P0036,S2819,0.570094052170,0,0.000000000000,0.000000000000,4.000000000000,377.953833796977,76.357005154132,0.122928647156,740.661242820663,0.742707670641,0.549050628202,0.298259636832,181.845297806106,3.500000000000,杭州市、海盐县、泰顺县、仙居县,宁波市、武义县、开化县、天台县,温州市、云和县、象山县、三门县,嘉兴市、青田县、余姚市、临海市,湖州市、遂昌县、瑞安市、嵊州市,绍兴市、浦江县、江山市、玉环市,金华市、龙泉市、桐乡市、德清县,衢州市、海宁市、苍南县、新昌县,舟山市、嘉善县、宁海县、长兴县,台州市、松阳县、龙游县、淳安县,丽水市、平湖市、文成县、温岭市,义乌市、嵊泗县、平阳县、建德市,兰溪市、缙云县、永嘉县、常山县,永康市、岱山县、乐清市、安吉县,东阳市、景宁畲族自治县、慈溪市、诸暨市,磐安县、庆元县、龙港市、桐庐县
P0037,S1178,0.569411082676,0,0.000000000000,0.000000000000,4.000000000000,840.120783462426,87.285871559286,0.144249135933,768.100001845009,0.778199093772,0.593380409698,0.373340498241,182.377391602488,3.687500000000,杭州市、常山县、东阳市、安吉县,宁波市、建德市、龙港市、德清县,温州市、龙游县、象山县、嘉善县,嘉兴市、景宁畲族自治县、乐清市、嵊泗县,湖州市、开化县、永康市、苍南县,绍兴市、缙云县、磐安县、平湖市,金华市、龙泉市、玉环市、海盐县,衢州市、临海市、武义县、岱山县,舟山市、嵊州市、仙居县、桐乡市,台州市、桐庐县、永嘉县、慈溪市,丽水市、江山市、义乌市、文成县,青田县、淳安县、温岭市、宁海县,松阳县、新昌县、平阳县、海宁市,云和县、诸暨市、浦江县、泰顺县,庆元县、天台县、瑞安市、余姚市,遂昌县、三门县、兰溪市、长兴县
P0038,S1080,0.568749568986,0,0.000000000000,0.000000000000,4.000000000000,743.092149055149,98.439849100012,0.136860614523,767.582922507807,0.790180219067,0.622828775136,0.348765551680,176.170837702848,3.437500000000,杭州市、永嘉县、东阳市、安吉县,宁波市、龙港市、景宁畲族自治县、三门县,温州市、开化县、嘉善县、磐安县,嘉兴市、瑞安市、云和县、浦江县,湖州市、嵊泗县、庆元县、温岭市,绍兴市、慈溪市、海宁市、临海市,金华市、苍南县、缙云县、淳安县,衢州市、余姚市、遂昌县、建德市,舟山市、宁海县、义乌市、仙居县,台州市、乐清市、青田县、桐庐县,丽水市、江山市、平湖市、长兴县,诸暨市、象山县、海盐县、兰溪市,新昌县、平阳县、松阳县、武义县,泰顺县、常山县、龙泉市、玉环市,文成县、岱山县、桐乡市、德清县,嵊州市、龙游县、永康市、天台县
P0039,S1590,0.568026419175,0,0.000000000000,0.000000000000,4.000000000000,557.387706087870,73.403048893335,0.152116347313,755.545420698751,0.766755376587,0.590594568941,0.343427699543,187.072076244459,3.437500000000,杭州市、嵊州市、云和县、临海市,宁波市、浦江县、新昌县、江山市,温州市、兰溪市、松阳县、开化县,嘉兴市、文成县、建德市、安吉县,湖州市、瑞安市、淳安县、温岭市,绍兴市、龙港市、嵊泗县、龙游县,金华市、诸暨市、庆元县、天台县,衢州市、乐清市、遂昌县、嘉善县,舟山市、苍南县、玉环市、长兴县,台州市、义乌市、青田县、桐乡市,丽水市、泰顺县、岱山县、海宁市,象山县、平阳县、景宁畲族自治县、三门县,宁海县、东阳市、仙居县、常山县,慈溪市、永康市、缙云县、平湖市,余姚市、磐安县、龙泉市、德清县,永嘉县、武义县、桐庐县、海盐县
P0040,S1099,0.566299247055,0,0.000000000000,0.000000000000,4.000000000000,792.375579179214,88.846310748282,0.153248164809,754.163860710948,0.803724253594,0.614922754264,0.311822225210,183.779495864030,3.625000000000,杭州市、东阳市、瑞安市、岱山县,宁波市、永康市、景宁畲族自治县、仙居县,温州市、磐安县、诸暨市、德清县,嘉兴市、庆元县、余姚市、临海市,湖州市、武义县、青田县、平阳县,绍兴市、遂昌县、文成县、长兴县,金华市、桐乡市、象山县、嵊州市,衢州市、松阳县、桐庐县、三门县,舟山市、平湖市、龙泉市、安吉县,台州市、海盐县、淳安县、泰顺县,丽水市、浦江县、龙港市、玉环市,常山县、海宁市、永嘉县、温岭市,开化县、云和县、宁海县、苍南县,龙游县、缙云县、乐清市、嵊泗县,兰溪市、嘉善县、慈溪市、天台县,江山市、义乌市、建德市、新昌县
P0041,S1052,0.565892687312,0,0.000000000000,0.000000000000,4.000000000000,541.442591731551,85.922079242843,0.113762342018,747.047758460320,0.749709901407,0.567310408489,0.293167885752,177.219597870127,3.500000000000,杭州市、浦江县、江山市、龙泉市,宁波市、三门县、苍南县、长兴县,温州市、磐安县、龙游县、云和县,嘉兴市、永嘉县、新昌县、缙云县,湖州市、桐乡市、泰顺县、象山县,绍兴市、临海市、嵊泗县、松阳县,金华市、海宁市、开化县、余姚市,衢州市、义乌市、诸暨市、安吉县,舟山市、温岭市、平阳县、景宁畲族自治县,台州市、东阳市、文成县、岱山县,丽水市、兰溪市、瑞安市、德清县,天台县、平湖市、龙港市、宁海县,建德市、海盐县、嵊州市、慈溪市,淳安县、武义县、乐清市、青田县,玉环市、永康市、嘉善县、遂昌县,桐庐县、仙居县、常山县、庆元县
P0042,S0248,0.565123663939,0,0.000000000000,0.000000000000,4.000000000000,497.195551011643,86.153477620744,0.131598531511,751.753408998956,0.791930786869,0.609038601452,0.307600679948,178.109986116366,3.375000000000,杭州市、苍南县、江山市、遂昌县,宁波市、海盐县、德清县、新昌县,温州市、三门县、常山县、诸暨市,嘉兴市、文成县、义乌市、青田县,湖州市、宁海县、平阳县、景宁畲族自治县,绍兴市、平湖市、东阳市、岱山县,金华市、慈溪市、瑞安市、龙泉市,衢州市、象山县、安吉县、嵊州市,舟山市、海宁市、龙游县、庆元县,台州市、永嘉县、浦江县、云和县,丽水市、泰顺县、开化县、淳安县,临海市、桐乡市、武义县、建德市,仙居县、余姚市、兰溪市、松阳县,天台县、龙港市、永康市、缙云县,玉环市、乐清市、长兴县、桐庐县,温岭市、嘉善县、磐安县、嵊泗县
P0043,S1289,0.564913036006,0,0.000000000000,0.000000000000,4.000000000000,313.099204640526,59.999903685771,0.129900316615,749.692668081099,0.767435625534,0.576113166449,0.349444520134,180.109114326667,3.250000000000,杭州市、景宁畲族自治县、岱山县、嵊州市,宁波市、平阳县、桐庐县、新昌县,温州市、松阳县、龙游县、余姚市,嘉兴市、龙泉市、安吉县、磐安县,湖州市、泰顺县、建德市、浦江县,绍兴市、庆元县、长兴县、江山市,金华市、苍南县、温岭市、宁海县,衢州市、永嘉县、临海市、兰溪市,舟山市、云和县、天台县、象山县,台州市、青田县、开化县、永康市,丽水市、乐清市、三门县、东阳市,嘉善县、龙港市、玉环市、义乌市,海盐县、缙云县、淳安县、慈溪市,桐乡市、遂昌县、德清县、武义县,平湖市、瑞安市、仙居县、诸暨市,海宁市、文成县、嵊泗县、常山县
P0044,S0619,0.564536618077,0,0.000000000000,0.000000000000,4.000000000000,392.175035573980,73.815160850763,0.130842567734,750.581588293849,0.758557317438,0.573817256636,0.316085069522,188.776204085565,3.812500000000,杭州市、松阳县、文成县、常山县,宁波市、临海市、东阳市、德清县,温州市、遂昌县、浦江县、江山市,嘉兴市、缙云县、乐清市、岱山县,湖州市、云和县、嘉善县、建德市,绍兴市、泰顺县、兰溪市、平湖市,金华市、新昌县、苍南县、安吉县,衢州市、平阳县、慈溪市、桐乡市,舟山市、龙港市、永康市、淳安县,台州市、嵊州市、武义县、海盐县,丽水市、永嘉县、宁海县、长兴县,玉环市、诸暨市、磐安县、桐庐县,温岭市、龙泉市、瑞安市、嵊泗县,仙居县、景宁畲族自治县、余姚市、龙游县,天台县、庆元县、象山县、开化县,三门县、青田县、义乌市、海宁市
P0045,S1236,0.564490607731,0,0.000000000000,0.000000000000,4.000000000000,450.819211874203,68.194480229105,0.117973233068,763.664381662237,0.768355015763,0.596140326648,0.357926051419,178.879017501196,3.500000000000,杭州市、永康市、常山县、长兴县,宁波市、淳安县、江山市、遂昌县,温州市、天台县、嵊泗县、安吉县,嘉兴市、东阳市、岱山县、苍南县,湖州市、三门县、平湖市、景宁畲族自治县,绍兴市、温岭市、云和县、龙港市,金华市、建德市、松阳县、平阳县,衢州市、新昌县、桐乡市、德清县,舟山市、浦江县、青田县、文成县,台州市、兰溪市、诸暨市、瑞安市,丽水市、义乌市、龙游县、乐清市,宁海县、磐安县、嘉善县、永嘉县,象山县、玉环市、开化县、缙云县,武义县、仙居县、嵊州市、庆元县,慈溪市、桐庐县、海盐县、龙泉市,余姚市、临海市、海宁市、泰顺县
P0046,S0098,0.564323720611,0,0.000000000000,0.000000000000,4.000000000000,640.242463381735,81.293507462103,0.110151726965,769.034513211039,0.809298112294,0.629254742894,0.335678107740,169.726456193747,3.500000000000,杭州市、青田县、长兴县、永康市,宁波市、三门县、德清县、嵊泗县,温州市、遂昌县、龙游县、义乌市,嘉兴市、临海市、瑞安市、慈溪市,湖州市、海盐县、常山县、诸暨市,绍兴市、仙居县、安吉县、岱山县,金华市、松阳县、永嘉县、新昌县,衢州市、云和县、平阳县、兰溪市,舟山市、缙云县、文成县、武义县,台州市、平湖市、江山市、宁海县,丽水市、嘉善县、龙港市、东阳市,庆元县、温岭市、海宁市、浦江县,景宁畲族自治县、天台县、泰顺县、嵊州市,建德市、桐乡市、开化县、磐安县,淳安县、龙泉市、乐清市、余姚市,桐庐县、玉环市、苍南县、象山县
P0047,S2015,0.564095551234,0,0.000000000000,0.000000000000,4.000000000000,646.699670406949,84.514172651237,0.131518846383,747.655728527305,0.741921787977,0.575024335798,0.311238257289,182.326112394670,3.500000000000,杭州市、龙游县、苍南县、云和县,宁波市、德清县、磐安县、青田县,温州市、长兴县、永康市、松阳县,嘉兴市、开化县、平阳县、遂昌县,湖州市、平湖市、龙港市、缙云县,绍兴市、宁海县、兰溪市、玉环市,金华市、江山市、桐庐县、温岭市,衢州市、建德市、乐清市、龙泉市,舟山市、海盐县、泰顺县、天台县,台州市、余姚市、永嘉县、嵊泗县,丽水市、安吉县、东阳市、岱山县,诸暨市、象山县、文成县、景宁畲族自治县,嵊州市、常山县、浦江县、庆元县,海宁市、慈溪市、武义县、三门县,新昌县、桐乡市、瑞安市、临海市,嘉善县、淳安县、义乌市、仙居县
P0048,S2131,0.564000802748,0,0.000000000000,0.000000000000,4.000000000000,622.594255973437,83.232308844110,0.151189320244,739.304439446533,0.768638103807,0.577307558469,0.266394471471,187.456884224682,3.437500000000,杭州市、龙游县、磐安县、长兴县,宁波市、开化县、龙港市、三门县,温州市、庆元县、武义县、余姚市,嘉兴市、泰顺县、东阳市、慈溪市,湖州市、平湖市、浦江县、温岭市,绍兴市、桐乡市、兰溪市、玉环市,金华市、龙泉市、嵊州市、天台县,衢州市、松阳县、平阳县、诸暨市,舟山市、云和县、永康市、新昌县,台州市、遂昌县、苍南县、德清县,丽水市、常山县、文成县、临海市,建德市、江山市、乐清市、宁海县,嵊泗县、青田县、海盐县、象山县,淳安县、缙云县、瑞安市、安吉县,岱山县、嘉善县、永嘉县、义乌市,桐庐县、景宁畲族自治县、海宁市、仙居县
P0049,S1469,0.563644916042,0,0.000000000000,0.000000000000,4.000000000000,410.105881220238,77.337747768177,0.131548908485,764.615288661492,0.805531915658,0.612204494114,0.357278840763,178.735822530814,3.375000000000,杭州市、临海市、海盐县、象山县,宁波市、温岭市、嵊泗县、嵊州市,温州市、海宁市、磐安县、德清县,嘉兴市、景宁畲族自治县、岱山县、长兴县,湖州市、云和县、永康市、新昌县,绍兴市、仙居县、兰溪市、安吉县,金华市、龙泉市、苍南县、淳安县,衢州市、缙云县、东阳市、宁海县,舟山市、庆元县、文成县、桐庐县,台州市、青田县、义乌市、泰顺县,丽水市、平湖市、乐清市、诸暨市,龙游县、松阳县、浦江县、余姚市,开化县、三门县、嘉善县、永嘉县,玉环市、遂昌县、龙港市、慈溪市,常山县、桐乡市、瑞安市、建德市,江山市、天台县、武义县、平阳县
P0050,S2126,0.563151280442,0,0.000000000000,0.000000000000,4.000000000000,603.667970080990,85.868084491849,0.132036758291,768.746853546910,0.797281239012,0.626406499383,0.342386246539,180.532345701489,3.562500000000,杭州市、云和县、平阳县、嵊州市,宁波市、龙泉市、三门县、安吉县,温州市、岱山县、温岭市、磐安县,嘉兴市、龙港市、临海市、新昌县,湖州市、瑞安市、玉环市、诸暨市,绍兴市、平湖市、苍南县、永康市,金华市、桐乡市、余姚市、德清县,衢州市、缙云县、天台县、武义县,舟山市、嘉善县、永嘉县、桐庐县,台州市、海盐县、文成县、义乌市,丽水市、泰顺县、象山县、东阳市,江山市、青田县、宁海县、长兴县,开化县、庆元县、乐清市、浦江县,海宁市、景宁畲族自治县、嵊泗县、建德市,龙游县、遂昌县、仙居县、兰溪市,常山县、松阳县、慈溪市、淳安县
P0051,S2709,0.562711741113,0,0.000000000000,0.000000000000,4.000000000000,758.896411807502,94.869533538032,0.137274061582,741.016650519421,0.760305708165,0.561050063647,0.293286204597,179.329481780407,3.375000000000,杭州市、江山市、松阳县、玉环市,宁波市、海盐县、东阳市、临海市,温州市、龙游县、磐安县、仙居县,嘉兴市、龙港市、庆元县、安吉县,湖州市、桐乡市、兰溪市、新昌县,绍兴市、泰顺县、象山县、三门县,金华市、平湖市、青田县、宁海县,衢州市、龙泉市、义乌市、德清县,舟山市、常山县、遂昌县、慈溪市,台州市、平阳县、云和县、嵊泗县,丽水市、永嘉县、武义县、温岭市,嘉善县、苍南县、景宁畲族自治县、嵊州市,桐庐县、开化县、永康市、天台县,海宁市、文成县、浦江县、长兴县,建德市、瑞安市、缙云县、余姚市,淳安县、乐清市、诸暨市、岱山县
P0052,S0974,0.562710613740,0,0.000000000000,0.000000000000,4.000000000000,710.684123497977,114.889556869670,0.161306670402,759.095296415244,0.778237399692,0.574953165681,0.403698987443,180.973587424041,3.500000000000,杭州市、庆元县、乐清市、武义县,宁波市、长兴县、常山县、东阳市,温州市、海宁市、磐安县、淳安县,嘉兴市、遂昌县、泰顺县、嵊泗县,湖州市、慈溪市、开化县、永康市,绍兴市、海盐县、文成县、浦江县,金华市、宁海县、岱山县、桐庐县,衢州市、象山县、龙港市、仙居县,舟山市、嘉善县、德清县、临海市,台州市、龙泉市、苍南县、兰溪市,丽水市、新昌县、安吉县、建德市,青田县、嵊州市、龙游县、三门县,缙云县、平湖市、江山市、温岭市,松阳县、余姚市、瑞安市、玉环市,景宁畲族自治县、诸暨市、永嘉县、天台县,云和县、桐乡市、平阳县、义乌市
