rank,scheme_id,topsis_score,stability,hard_violations,same_city_repeat_index,pair_conflict_index,admin_diversity,sport_variance,sport_range,competition_suspense,hot_match_index,eco_cv,pop_cv,tour_cv,avg_inner_distance_km,geo_cover
512,S0070,0.509324387165806,0.0,0,0.0,0.0,4.0,836.8423513964357,94.99417336878886,0.17614659402336957,865.0517407101972,0.6283544889145073,0.4586995724329476,0.37005196027668136,187.19373108482608,3.4375
513,S1770,0.5091917996751998,0.0,0,0.0,0.0,4.0,728.9475705125768,95.43426389740637,0.15253969523882502,855.1234928221796,0.6221357275125642,0.45323082168657963,0.3181503729022727,182.05495237787434,3.3125
514,S1658,0.509096972038326,0.0,0,0.0,0.0,4.0,938.4267880720618,108.61169572263366,0.18498513074556736,850.694928986788,0.5891500970317527,0.4318791167978622,0.32330566681587286,188.34767745053946,3.4375
515,S1546,0.5090821634187866,0.0,0,0.0,0.0,4.0,849.4806327901948,109.36845391022513,0.16941333318175425,888.828581134014,0.6584545184155102,0.47505726657413894,0.3775784257543196,183.200436375727,3.4375
516,S1880,0.5089253555757748,0.0,0,0.0,0.0,4.0,672.845171606601,109.15260817336824,0.17192679935519542,877.9612469883631,0.6741010782031025,0.4719125805609732,0.37964575211016727,185.2257694333656,3.375
517,S1465,0.5088895531421588,0.0,0,0.0,0.0,4.0,747.9191647014776,100.79089896752973,0.15137193606280558,888.1978659611327,0.6518012365524173,0.48634361861283654,0.3840635449485641,178.77735301648738,3.3125
518,S0040,0.5088825007470306,0.0,0,0.0,0.0,4.0,893.0873376032769,103.43998426584875,0.18044541710394488,855.6516088736253,0.6361249668915875,0.4703473414622281,0.3095303808685341,191.06195284662073,3.75
519,S0438,0.5088488921517228,0.0,0,0.0,0.0,4.0,715.7350285815688,97.83226261987966,0.1543671460385104,851.0949633888549,0.6714663642302182,0.4560525880057652,0.31467031757312747,179.26014658902858,3.375
520,S1679,0.5087591917359434,0.0,0,0.0,0.0,4.0,872.3320682650575,115.98913915546245,0.17497284012315567,862.8452587724504,0.5945758477410321,0.43995165966448424,0.34019304963364777,186.5823334191169,3.5
521,S1306,0.508681671866872,0.0,0,0.0,0.0,4.0,833.4210804797076,95.63845479196138,0.16782476795415163,903.2917758087779,0.6817640516331976,0.5276407060034131,0.4224624163780359,181.11159886507778,3.375
