pool_id,source_scheme_id,topsis_score,hard_violations,same_city_repeat_index,pair_conflict_index,admin_diversity,sport_variance,sport_range,competition_suspense,hot_match_index,eco_cv,pop_cv,tour_cv,avg_inner_distance_km,geo_cover,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,G14,G15,G16
P0031,S0990,0.586724708480,0,0.000000000000,0.000000000000,4.000000000000,549.937769780691,78.969081967582,0.180572109114,851.974056307255,0.590176889720,0.419582614996,0.339375916266,188.068609177436,3.687500000000,杭州市、青田县、常山县、岱山县,宁波市、诸暨市、三门县、安吉县,温州市、平湖市、临海市、义乌市,嘉兴市、温岭市、龙游县、武义县,湖州市、海宁市、天台县、嵊泗县,绍兴市、松阳县、江山市、瑞安市,金华市、新昌县、泰顺县、德清县,衢州市、云和县、淳安县、磐安县,舟山市、嘉善县、仙居县、浦江县,台州市、海盐县、文成县、兰溪市,丽水市、桐乡市、玉环市、苍南县,象山县、龙泉市、开化县、乐清市,慈溪市、庆元县、永嘉县、东阳市,余姚市、遂昌县、建德市、永康市,宁海县、缙云县、龙港市、长兴县,景宁畲族自治县、嵊州市、桐庐县、平阳县
P0032,S0386,0.586613239438,0,0.000000000000,0.000000000000,4.000000000000,577.300507542006,85.405851472412,0.175023684168,853.292503225697,0.640055925605,0.447924969315,0.316333292237,178.925136792496,3.375000000000,杭州市、遂昌县、临海市、新昌县,宁波市、苍南县、嘉善县、德清县,温州市、景宁畲族自治县、永康市、江山市,嘉兴市、平阳县、兰溪市、常山县,湖州市、庆元县、桐乡市、岱山县,绍兴市、缙云县、浦江县、开化县,金华市、瑞安市、长兴县、建德市,衢州市、龙港市、玉环市、嵊泗县,舟山市、龙泉市、仙居县、龙游县,台州市、乐清市、武义县、安吉县,丽水市、文成县、平湖市、东阳市,象山县、海盐县、义乌市、诸暨市,宁海县、永嘉县、温岭市、嵊州市,余姚市、青田县、天台县、桐庐县,泰顺县、云和县、三门县、磐安县,慈溪市、松阳县、海宁市、淳安县
P0033,S1725,0.586122073369,0,0.000000000000,0.000000000000,4.000000000000,597.427090143209,89.555433665007,0.175564802792,840.644573571488,0.584998299535,0.424715830396,0.284853293125,181.102174762061,3.437500000000,杭州市、平阳县、武义县、遂昌县,宁波市、温岭市、东阳市、景宁畲族自治县,温州市、象山县、云和县、常山县,嘉兴市、慈溪市、义乌市、青田县,湖州市、海盐县、浦江县、嵊州市,绍兴市、苍南县、永康市、江山市,金华市、龙港市、海宁市、缙云县,衢州市、瑞安市、德清县、建德市,舟山市、文成县、龙泉市、新昌县,台州市、乐清市、磐安县、龙游县,丽水市、仙居县、安吉县、淳安县,嵊泗县、三门县、兰溪市、桐庐县,岱山县、余姚市、长兴县、诸暨市,天台县、宁海县、嘉善县、庆元县,玉环市、永嘉县、平湖市、松阳县,临海市、泰顺县、桐乡市、开化县
P0034,S1370,0.585728848451,0,0.000000000000,0.000000000000,4.000000000000,665.459177734249,93.142229855619,0.175123244687,898.930737460113,0.669738037721,0.475500444395,0.419579490676,174.543020957176,3.375000000000,杭州市、兰溪市、江山市、龙泉市,宁波市、永康市、岱山县、桐乡市,温州市、安吉县、宁海县、遂昌县,嘉兴市、泰顺县、嵊州市、淳安县,湖州市、文成县、龙游县、海盐县,绍兴市、长兴县、常山县、庆元县,金华市、德清县、慈溪市、嘉善县,衢州市、武义县、余姚市、平湖市,舟山市、永嘉县、诸暨市、建德市,台州市、东阳市、嵊泗县、海宁市,丽水市、天台县、平阳县、桐庐县,玉环市、龙港市、象山县、云和县,仙居县、义乌市、苍南县、青田县,温岭市、乐清市、新昌县、景宁畲族自治县,临海市、浦江县、瑞安市、缙云县,三门县、磐安县、开化县、松阳县
P0035,S1267,0.584640145552,0,0.000000000000,0.000000000000,4.000000000000,617.586388454165,82.977043421614,0.174967018070,884.330102879712,0.688006435750,0.495622681268,0.379923818570,176.619248268591,3.375000000000,杭州市、玉环市、永康市、岱山县,宁波市、嘉善县、泰顺县、诸暨市,温州市、平湖市、青田县、德清县,嘉兴市、松阳县、淳安县、安吉县,湖州市、缙云县、磐安县、余姚市,绍兴市、常山县、兰溪市、平阳县,金华市、江山市、桐庐县、长兴县,衢州市、海宁市、义乌市、文成县,舟山市、桐乡市、武义县、慈溪市,台州市、海盐县、永嘉县、宁海县,丽水市、龙游县、乐清市、新昌县,仙居县、庆元县、东阳市、嵊泗县,三门县、云和县、浦江县、嵊州市,温岭市、龙泉市、龙港市、象山县,临海市、景宁畲族自治县、建德市、苍南县,天台县、开化县、遂昌县、瑞安市
P0036,S0480,0.584066210204,0,0.000000000000,0.000000000000,4.000000000000,734.859424715995,83.203351158032,0.178357943590,906.762612675595,0.712724930967,0.510136177280,0.420964478980,173.147610935057,3.375000000000,杭州市、长兴县、海盐县、永康市,宁波市、龙港市、遂昌县、武义县,温州市、德清县、嵊州市、建德市,嘉兴市、玉环市、缙云县、嵊泗县,湖州市、瑞安市、龙泉市、淳安县,绍兴市、天台县、平湖市、义乌市,金华市、慈溪市、嘉善县、岱山县,衢州市、临海市、青田县、磐安县,舟山市、宁海县、海宁市、桐庐县,台州市、乐清市、诸暨市、浦江县,丽水市、温岭市、新昌县、常山县,泰顺县、余姚市、庆元县、龙游县,苍南县、安吉县、景宁畲族自治县、兰溪市,平阳县、三门县、云和县、开化县,永嘉县、仙居县、松阳县、江山市,文成县、象山县、桐乡市、东阳市
P0037,S0420,0.583785995050,0,0.000000000000,0.000000000000,4.000000000000,661.190924009158,91.692821025737,0.183353891216,854.204107206207,0.638959584920,0.453095197818,0.319726937148,181.955178043810,3.625000000000,杭州市、瑞安市、东阳市、象山县,宁波市、温岭市、武义县、岱山县,温州市、仙居县、龙泉市、开化县,嘉兴市、泰顺县、云和县、常山县,湖州市、天台县、永康市、宁海县,绍兴市、德清县、义乌市、江山市,金华市、苍南县、缙云县、淳安县,衢州市、临海市、景宁畲族自治县、慈溪市,舟山市、文成县、青田县、建德市,台州市、平阳县、磐安县、嵊泗县,丽水市、乐清市、嵊州市、龙游县,桐乡市、玉环市、遂昌县、余姚市,海盐县、长兴县、三门县、桐庐县,平湖市、安吉县、松阳县、诸暨市,海宁市、永嘉县、兰溪市、庆元县,嘉善县、龙港市、浦江县、新昌县
P0038,S0319,0.583733363237,0,0.000000000000,0.000000000000,4.000000000000,707.251616568010,94.439070196038,0.181111407282,851.620517179068,0.597821828340,0.448816402486,0.303017425912,179.983067811445,3.437500000000,杭州市、江山市、三门县、青田县,宁波市、临海市、文成县、缙云县,温州市、象山县、仙居县、诸暨市,嘉兴市、浦江县、天台县、庆元县,湖州市、兰溪市、岱山县、龙泉市,绍兴市、永康市、温岭市、云和县,金华市、龙游县、永嘉县、景宁畲族自治县,衢州市、武义县、长兴县、遂昌县,舟山市、慈溪市、苍南县、德清县,台州市、开化县、乐清市、松阳县,丽水市、余姚市、瑞安市、建德市,海盐县、东阳市、平阳县、嵊州市,平湖市、宁海县、玉环市、桐庐县,海宁市、常山县、嵊泗县、新昌县,嘉善县、义乌市、龙港市、淳安县,桐乡市、磐安县、泰顺县、安吉县
P0039,S0103,0.583650668776,0,0.000000000000,0.000000000000,4.000000000000,694.783431784064,98.579089720797,0.164784272067,853.815938731973,0.591656010991,0.441448425090,0.308826360274,170.627457820835,3.250000000000,杭州市、玉环市、长兴县、龙游县,宁波市、临海市、嘉善县、常山县,温州市、海宁市、安吉县、江山市,嘉兴市、缙云县、德清县、新昌县,湖州市、青田县、桐乡市、兰溪市,绍兴市、温岭市、苍南县、慈溪市,金华市、松阳县、龙港市、开化县,衢州市、三门县、嵊州市、义乌市,舟山市、云和县、文成县、东阳市,台州市、景宁畲族自治县、乐清市、浦江县,丽水市、永嘉县、诸暨市、象山县,桐庐县、仙居县、海盐县、宁海县,嵊泗县、天台县、瑞安市、余姚市,建德市、遂昌县、平湖市、武义县,岱山县、庆元县、平阳县、永康市,淳安县、龙泉市、泰顺县、磐安县
P0040,S0271,0.583575333737,0,0.000000000000,0.000000000000,4.000000000000,671.370964644779,90.545629896373,0.170595635950,862.238433607498,0.647125568629,0.451742983944,0.333112641292,174.791042141091,3.375000000000,杭州市、乐清市、仙居县、松阳县,宁波市、永康市、临海市、平湖市,温州市、兰溪市、龙游县、缙云县,嘉兴市、安吉县、开化县、景宁畲族自治县,湖州市、东阳市、三门县、龙泉市,绍兴市、浦江县、淳安县、海盐县,金华市、龙港市、宁海县、庆元县,衢州市、武义县、象山县、云和县,舟山市、泰顺县、余姚市、桐乡市,台州市、长兴县、桐庐县、岱山县,丽水市、苍南县、温岭市、嵊泗县,诸暨市、平阳县、慈溪市、青田县,永嘉县、义乌市、常山县、遂昌县,嵊州市、瑞安市、建德市、天台县,文成县、德清县、玉环市、嘉善县,新昌县、磐安县、江山市、海宁市
P0041,S1408,0.583238052324,0,0.000000000000,0.000000000000,4.000000000000,560.135752710721,84.237563514036,0.149548275044,843.652669370643,0.591027194766,0.414512382738,0.276175332402,171.847637066976,3.250000000000,杭州市、平阳县、开化县、遂昌县,宁波市、乐清市、三门县、义乌市,温州市、嵊州市、磐安县、岱山县,嘉兴市、新昌县、温岭市、东阳市,湖州市、余姚市、天台县、松阳县,绍兴市、慈溪市、常山县、浦江县,金华市、瑞安市、龙游县、龙泉市,衢州市、临海市、兰溪市、云和县,舟山市、泰顺县、仙居县、景宁畲族自治县,台州市、苍南县、永康市、缙云县,丽水市、永嘉县、玉环市、嵊泗县,海宁市、文成县、淳安县、德清县,海盐县、象山县、武义县、长兴县,嘉善县、诸暨市、桐庐县、庆元县,平湖市、龙港市、建德市、安吉县,桐乡市、宁海县、江山市、青田县
P0042,S1468,0.583156150531,0,0.000000000000,0.000000000000,4.000000000000,516.231965628004,83.110235511641,0.166241866019,855.542652624342,0.618747205458,0.438486973937,0.298317032043,183.844356236052,3.500000000000,杭州市、常山县、平阳县、长兴县,宁波市、嘉善县、东阳市、岱山县,温州市、遂昌县、义乌市、天台县,嘉兴市、江山市、泰顺县、象山县,湖州市、海宁市、浦江县、嵊州市,绍兴市、缙云县、文成县、玉环市,金华市、龙泉市、苍南县、安吉县,衢州市、海盐县、磐安县、余姚市,舟山市、松阳县、三门县、德清县,台州市、云和县、乐清市、慈溪市,丽水市、兰溪市、龙港市、新昌县,青田县、桐乡市、瑞安市、仙居县,桐庐县、平湖市、永嘉县、宁海县,淳安县、开化县、武义县、温岭市,景宁畲族自治县、龙游县、临海市、嵊泗县,建德市、庆元县、永康市、诸暨市
P0043,S0531,0.582993143983,0,0.000000000000,0.000000000000,4.000000000000,640.495522455441,100.225293625505,0.188102868169,848.446151958018,0.600541441869,0.428655778891,0.289042030667,185.201213737715,3.562500000000,杭州市、玉环市、苍南县、缙云县,宁波市、海盐县、瑞安市、江山市,温州市、德清县、东阳市、景宁畲族自治县,嘉兴市、三门县、龙港市、龙泉市,湖州市、温岭市、永嘉县、嵊泗县,绍兴市、泰顺县、磐安县、岱山县,金华市、新昌县、云和县、开化县,衢州市、平湖市、永康市、庆元县,舟山市、仙居县、安吉县、青田县,台州市、桐乡市、长兴县、宁海县,丽水市、文成县、义乌市、余姚市,诸暨市、天台县、兰溪市、遂昌县,桐庐县、临海市、松阳县、常山县,建德市、海宁市、乐清市、慈溪市,淳安县、嘉善县、武义县、象山县,嵊州市、平阳县、浦江县、龙游县
P0044,S1805,0.581717276264,0,0.000000000000,0.000000000000,4.000000000000,719.422769038216,86.165769839632,0.187871022147,869.494462997615,0.620798433294,0.481773272956,0.338448641398,183.812017694984,3.437500000000,杭州市、仙居县、龙游县、长兴县,宁波市、临海市、义乌市、嘉善县,温州市、天台县、武义县、平湖市,嘉兴市、景宁畲族自治县、龙港市、余姚市,湖州市、青田县、浦江县、海盐县,绍兴市、瑞安市、嵊泗县、海宁市,金华市、三门县、泰顺县、宁海县,衢州市、庆元县、东阳市、嵊州市,舟山市、云和县、永康市、新昌县,台州市、文成县、兰溪市、安吉县,丽水市、温岭市、江山市、象山县,遂昌县、苍南县、岱山县、桐乡市,淳安县、龙泉市、乐清市、慈溪市,松阳县、平阳县、常山县、磐安县,桐庐县、玉环市、永嘉县、诸暨市,建德市、缙云县、开化县、德清县
P0045,S0670,0.580664330255,0,0.000000000000,0.000000000000,4.000000000000,643.970110492355,78.442901671362,0.178921235577,864.897656950235,0.644032869787,0.454657026308,0.357969322158,183.243720024383,3.562500000000,杭州市、东阳市、青田县、诸暨市,宁波市、三门县、龙泉市、苍南县,温州市、余姚市、庆元县、嵊泗县,嘉兴市、德清县、瑞安市、嵊州市,湖州市、江山市、龙港市、新昌县,绍兴市、安吉县、松阳县、岱山县,金华市、临海市、平阳县、桐庐县,衢州市、宁海县、缙云县、桐乡市,舟山市、义乌市、永嘉县、海盐县,台州市、长兴县、云和县、泰顺县,丽水市、象山县、天台县、平湖市,浦江县、龙游县、遂昌县、海宁市,磐安县、温岭市、景宁畲族自治县、乐清市,武义县、慈溪市、仙居县、嘉善县,兰溪市、常山县、玉环市、建德市,永康市、开化县、文成县、淳安县
P0046,S0141,0.580631973729,0,0.000000000000,0.000000000000,4.000000000000,642.803876028936,76.834448827754,0.164776538433,884.394951127674,0.692133247185,0.511309999315,0.378199387658,171.905486047383,3.312500000000,杭州市、海盐县、诸暨市、江山市,宁波市、兰溪市、青田县、长兴县,温州市、浦江县、新昌县、建德市,嘉兴市、武义县、龙泉市、苍南县,湖州市、三门县、松阳县、瑞安市,绍兴市、慈溪市、临海市、永嘉县,金华市、余姚市、缙云县、开化县,衢州市、象山县、景宁畲族自治县、桐庐县,舟山市、桐乡市、安吉县、淳安县,台州市、磐安县、德清县、常山县,丽水市、嘉善县、嵊州市、文成县,岱山县、宁海县、温岭市、泰顺县,东阳市、平湖市、庆元县、龙游县,永康市、玉环市、遂昌县、龙港市,嵊泗县、仙居县、云和县、乐清市,义乌市、海宁市、天台县、平阳县
P0047,S1051,0.580575050291,0,0.000000000000,0.000000000000,4.000000000000,502.251295988730,82.427271894050,0.168911437215,872.777652759431,0.645823728358,0.458121566077,0.361822036594,183.229697548144,3.500000000000,杭州市、常山县、青田县、义乌市,宁波市、龙游县、龙港市、长兴县,温州市、三门县、庆元县、永康市,嘉兴市、宁海县、景宁畲族自治县、岱山县,湖州市、嵊州市、泰顺县、兰溪市,绍兴市、海盐县、文成县、东阳市,金华市、象山县、瑞安市、淳安县,衢州市、平湖市、平阳县、浦江县,舟山市、江山市、新昌县、建德市,台州市、嘉善县、云和县、安吉县,丽水市、余姚市、永嘉县、嵊泗县,温岭市、诸暨市、松阳县、苍南县,天台县、桐乡市、龙泉市、武义县,玉环市、海宁市、缙云县、德清县,仙居县、开化县、遂昌县、磐安县,临海市、慈溪市、乐清市、桐庐县
P0048,S1841,0.579270587276,0,0.000000000000,0.000000000000,4.000000000000,669.244697399276,93.491316339253,0.181607681042,872.452504924848,0.634681239401,0.460491430698,0.349969739510,179.346968229252,3.250000000000,杭州市、临海市、文成县、开化县,宁波市、永康市、乐清市、新昌县,温州市、三门县、兰溪市、常山县,嘉兴市、松阳县、武义县、嵊泗县,湖州市、平湖市、宁海县、淳安县,绍兴市、缙云县、义乌市、长兴县,金华市、温岭市、永嘉县、安吉县,衢州市、海宁市、平阳县、建德市,舟山市、云和县、浦江县、桐庐县,台州市、海盐县、苍南县、德清县,丽水市、天台县、龙港市、江山市,庆元县、磐安县、瑞安市、龙游县,景宁畲族自治县、桐乡市、余姚市、诸暨市,青田县、仙居县、象山县、嵊州市,遂昌县、嘉善县、泰顺县、岱山县,龙泉市、玉环市、东阳市、慈溪市
P0049,S0096,0.578871992928,0,0.000000000000,0.000000000000,4.000000000000,791.563982100305,97.634820650250,0.203583726927,869.764941143935,0.645242748330,0.480203844738,0.371490798090,177.466153756166,3.250000000000,杭州市、三门县、平湖市、乐清市,宁波市、东阳市、庆元县、平阳县,温州市、天台县、云和县、慈溪市,嘉兴市、浦江县、景宁畲族自治县、瑞安市,湖州市、临海市、遂昌县、泰顺县,绍兴市、桐庐县、松阳县、岱山县,金华市、桐乡市、新昌县、文成县,衢州市、建德市、海盐县、安吉县,舟山市、淳安县、缙云县、宁海县,台州市、开化县、青田县、龙港市,丽水市、温岭市、嵊泗县、长兴县,兰溪市、常山县、龙泉市、苍南县,义乌市、江山市、海宁市、余姚市,磐安县、龙游县、嘉善县、德清县,永康市、玉环市、嵊州市、象山县,武义县、仙居县、诸暨市、永嘉县
P0050,S1578,0.578171565770,0,0.000000000000,0.000000000000,4.000000000000,571.499177898091,84.533011751010,0.175250086832,872.684034883491,0.696020926245,0.485073353272,0.352828835107,180.203790346436,3.500000000000,杭州市、义乌市、嘉善县、天台县,宁波市、淳安县、三门县、岱山县,温州市、东阳市、海盐县、长兴县,嘉兴市、平阳县、龙泉市、常山县,湖州市、瑞安市、遂昌县、宁海县,绍兴市、泰顺县、松阳县、临海市,金华市、云和县、新昌县、开化县,衢州市、兰溪市、缙云县、嵊泗县,舟山市、武义县、仙居县、安吉县,台州市、磐安县、海宁市、慈溪市,丽水市、平湖市、嵊州市、江山市,龙港市、浦江县、景宁畲族自治县、温岭市,乐清市、建德市、诸暨市、德清县,文成县、青田县、玉环市、象山县,永嘉县、桐庐县、桐乡市、龙游县,苍南县、永康市、庆元县、余姚市
P0051,S1518,0.577941626148,0,0.000000000000,0.000000000000,4.000000000000,593.276850631874,74.852475773628,0.185177890254,892.807436986355,0.721861067909,0.505846518457,0.378726891728,187.164177173300,3.687500000000,杭州市、景宁畲族自治县、岱山县、临海市,宁波市、义乌市、泰顺县、海盐县,温州市、常山县、诸暨市、长兴县,嘉兴市、宁海县、平阳县、桐庐县,湖州市、缙云县、苍南县、淳安县,绍兴市、浦江县、天台县、建德市,金华市、乐清市、嵊州市、安吉县,衢州市、磐安县、瑞安市、三门县,舟山市、青田县、永嘉县、海宁市,台州市、慈溪市、龙游县、平湖市,丽水市、武义县、江山市、温岭市,遂昌县、余姚市、新昌县、嘉善县,松阳县、永康市、龙港市、仙居县,龙泉市、兰溪市、嵊泗县、玉环市,云和县、东阳市、开化县、桐乡市,庆元县、象山县、文成县、德清县
P0052,S0643,0.577159403901,0,0.000000000000,0.000000000000,4.000000000000,548.178143633789,79.338294110708,0.177811633638,850.528010161844,0.651243620995,0.471889595682,0.290609470992,185.870092767169,3.562500000000,杭州市、永康市、海盐县、龙游县,宁波市、温岭市、苍南县、遂昌县,温州市、磐安县、慈溪市、青田县,嘉兴市、东阳市、淳安县、景宁畲族自治县,湖州市、仙居县、平阳县、余姚市,绍兴市、德清县、文成县、云和县,金华市、天台县、嘉善县、松阳县,衢州市、长兴县、泰顺县、缙云县,舟山市、义乌市、永嘉县、宁海县,台州市、兰溪市、建德市、常山县,丽水市、武义县、平湖市、开化县,岱山县、临海市、桐乡市、庆元县,嵊州市、安吉县、乐清市、江山市,诸暨市、三门县、海宁市、象山县,新昌县、玉环市、龙港市、龙泉市,嵊泗县、浦江县、桐庐县、瑞安市
P0053,S0897,0.576539579202,0,0.000000000000,0.000000000000,4.000000000000,590.767296661525,83.963021012798,0.162734738065,869.437694060804,0.680230150967,0.481116422941,0.358179576403,174.101966769503,3.437500000000,杭州市、龙泉市、平阳县、岱山县,宁波市、松阳县、东阳市、常山县,温州市、桐乡市、淳安县、德清县,嘉兴市、青田县、慈溪市、江山市,湖州市、新昌县、义乌市、开化县,绍兴市、海盐县、磐安县、瑞安市,金华市、景宁畲族自治县、永嘉县、桐庐县,衢州市、遂昌县、浦江县、建德市,舟山市、诸暨市、宁海县、文成县,台州市、嵊州市、象山县、长兴县,丽水市、临海市、永康市、安吉县,玉环市、云和县、嘉善县、乐清市,三门县、庆元县、武义县、龙港市,温岭市、平湖市、余姚市、苍南县,仙居县、缙云县、兰溪市、龙游县,天台县、海宁市、泰顺县、嵊泗县
P0054,S1050,0.575771178917,0,0.000000000000,0.000000000000,4.000000000000,641.097799434420,91.498555929248,0.179522475320,877.927977973554,0.696345802981,0.484705341330,0.335158898879,179.202341578894,3.312500000000,杭州市、文成县、嘉善县、德清县,宁波市、泰顺县、平湖市、长兴县,温州市、景宁畲族自治县、龙游县、永康市,嘉兴市、慈溪市、瑞安市、建德市,湖州市、云和县、江山市、义乌市,绍兴市、宁海县、常山县、磐安县,金华市、庆元县、海盐县、嵊州市,衢州市、象山县、淳安县、武义县,舟山市、缙云县、桐乡市、浦江县,台州市、青田县、龙港市、东阳市,丽水市、玉环市、开化县、嵊泗县,温岭市、遂昌县、平阳县、岱山县,仙居县、乐清市、桐庐县、新昌县,三门县、余姚市、苍南县、兰溪市,天台县、龙泉市、海宁市、安吉县,临海市、松阳县、永嘉县、诸暨市
P0055,S0851,0.575365449648,0,0.000000000000,0.000000000000,4.000000000000,704.454640715859,100.989110203144,0.182332877535,852.723305392865,0.564963984129,0.416130300726,0.307718662145,185.472044943799,3.562500000000,杭州市、松阳县、乐清市、开化县,宁波市、遂昌县、永康市、龙游县,温州市、仙居县、义乌市、常山县,嘉兴市、象山县、新昌县、磐安县,湖州市、宁海县、瑞安市、嘉善县,绍兴市、天台县、苍南县、浦江县,金华市、温岭市、嵊州市、海宁市,衢州市、淳安县、诸暨市、嵊泗县,舟山市、三门县、龙港市、平湖市,台州市、青田县、长兴县、江山市,丽水市、临海市、德清县、海盐县,景宁畲族自治县、玉环市、安吉县、兰溪市,龙泉市、建德市、文成县、东阳市,庆元县、余姚市、泰顺县、武义县,云和县、桐庐县、平阳县、岱山县,缙云县、慈溪市、永嘉县、桐乡市
P0056,S0336,0.575213611375,0,0.000000000000,0.000000000000,4.000000000000,575.625251867431,92.701255797694,0.170996415269,863.104638765247,0.629857138922,0.450370976796,0.329548175694,181.718753155434,3.437500000000,杭州市、桐乡市、泰顺县、龙游县,宁波市、兰溪市、平阳县、常山县,温州市、义乌市、遂昌县、长兴县,嘉兴市、磐安县、景宁畲族自治县、诸暨市,湖州市、永康市、慈溪市、建德市,绍兴市、东阳市、文成县、江山市,金华市、嘉善县、余姚市、新昌县,衢州市、天台县、瑞安市、安吉县,舟山市、海宁市、庆元县、嵊州市,台州市、云和县、岱山县、开化县,丽水市、浦江县、象山县、永嘉县,玉环市、平湖市、缙云县、苍南县,三门县、海盐县、宁海县、德清县,临海市、武义县、松阳县、桐庐县,仙居县、青田县、嵊泗县、龙港市,温岭市、龙泉市、乐清市、淳安县
P0057,S1272,0.574953980950,0,0.000000000000,0.000000000000,4.000000000000,632.868745401370,87.864856947992,0.165629336248,855.850178895933,0.615661273001,0.436080113021,0.337372748709,178.752601569475,3.500000000000,杭州市、海盐县、浦江县、德清县,宁波市、龙港市、温岭市、松阳县,温州市、诸暨市、东阳市、庆元县,嘉兴市、乐清市、兰溪市、缙云县,湖州市、泰顺县、磐安县、岱山县,绍兴市、余姚市、三门县、嵊泗县,金华市、宁海县、临海市、长兴县,衢州市、嘉善县、武义县、青田县,舟山市、象山县、天台县、安吉县,台州市、慈溪市、常山县、龙泉市,丽水市、桐乡市、嵊州市、开化县,桐庐县、瑞安市、义乌市、江山市,建德市、苍南县、仙居县、云和县,淳安县、平阳县、永康市、遂昌县,海宁市、文成县、新昌县、龙游县,平湖市、永嘉县、玉环市、景宁畲族自治县
P0058,S1173,0.574826411962,0,0.000000000000,0.000000000000,4.000000000000,521.574290632077,76.264002991902,0.170900624330,858.773338130378,0.617772223663,0.425953212847,0.312145706426,191.052212131102,3.687500000000,杭州市、海盐县、安吉县、遂昌县,宁波市、龙港市、长兴县、青田县,温州市、平湖市、岱山县、诸暨市,嘉兴市、泰顺县、江山市、松阳县,湖州市、仙居县、平阳县、宁海县,绍兴市、桐乡市、常山县、缙云县,金华市、嘉善县、乐清市、云和县,衢州市、天台县、桐庐县、余姚市,舟山市、临海市、开化县、庆元县,台州市、东阳市、德清县、龙泉市,丽水市、磐安县、苍南县、嵊州市,武义县、温岭市、龙游县、新昌县,永康市、三门县、永嘉县、慈溪市,兰溪市、瑞安市、淳安县、嵊泗县,义乌市、海宁市、文成县、景宁畲族自治县,浦江县、玉环市、建德市、象山县
P0059,S0204,0.574704143425,0,0.000000000000,0.000000000000,4.000000000000,681.308413157796,88.140863255829,0.176210542047,838.505844482991,0.574093916835,0.393656675462,0.315920893102,180.156362281129,3.375000000000,杭州市、松阳县、新昌县、常山县,宁波市、遂昌县、嵊州市、三门县,温州市、岱山县、兰溪市、仙居县,嘉兴市、永嘉县、嵊泗县、天台县,湖州市、云和县、武义县、桐乡市,绍兴市、景宁畲族自治县、平阳县、长兴县,金华市、青田县、德清县、平湖市,衢州市、余姚市、浦江县、海盐县,舟山市、慈溪市、苍南县、临海市,台州市、庆元县、安吉县、江山市,丽水市、瑞安市、义乌市、温岭市,建德市、泰顺县、永康市、开化县,淳安县、文成县、诸暨市、嘉善县,宁海县、缙云县、龙港市、海宁市,象山县、乐清市、东阳市、玉环市,桐庐县、龙泉市、磐安县、龙游县
P0060,S1444,0.574442621004,0,0.000000000000,0.000000000000,4.000000000000,597.973482718813,89.823783455664,0.174672360525,861.921847479271,0.592524600892,0.465387735011,0.342554492942,185.557133433479,3.625000000000,杭州市、东阳市、青田县、岱山县,宁波市、三门县、瑞安市、安吉县,温州市、义乌市、桐乡市、慈溪市,嘉兴市、永康市、龙泉市、嵊泗县,湖州市、磐安县、平阳县、龙游县,绍兴市、兰溪市、苍南县、常山县,金华市、新昌县、海宁市、云和县,衢州市、仙居县、平湖市、余姚市,舟山市、文成县、嘉善县、庆元县,台州市、诸暨市、海盐县、象山县,丽水市、温岭市、乐清市、德清县,淳安县、玉环市、永嘉县、遂昌县,桐庐县、武义县、松阳县、江山市,建德市、龙港市、景宁畲族自治县、开化县,临海市、浦江县、缙云县、长兴县,天台县、嵊州市、泰顺县、宁海县
P0061,S0989,0.574415036894,0,0.000000000000,0.000000000000,4.000000000000,424.286815869630,69.409520519037,0.156303101247,868.991204848446,0.661346635506,0.450882530568,0.341678099245,184.926551525557,3.562500000000,杭州市、东阳市、文成县、开化县,宁波市、青田县、泰顺县、岱山县,温州市、龙泉市、海盐县、嵊泗县,嘉兴市、临海市、乐清市、嵊州市,湖州市、庆元县、磐安县、江山市,绍兴市、武义县、龙港市、龙游县,金华市、云和县、嘉善县、余姚市,衢州市、永康市、永嘉县、宁海县,舟山市、淳安县、义乌市、安吉县,台州市、桐庐县、瑞安市、象山县,丽水市、建德市、平阳县、长兴县,天台县、缙云县、桐乡市、常山县,玉环市、遂昌县、苍南县、新昌县,仙居县、景宁畲族自治县、浦江县、诸暨市,三门县、松阳县、平湖市、慈溪市,温岭市、兰溪市、海宁市、德清县
P0062,S0523,0.572975455234,0,0.000000000000,0.000000000000,4.000000000000,522.631917684987,95.140833612526,0.188199242683,885.401559334196,0.722332207230,0.482484519551,0.399414991183,180.322251724467,3.375000000000,杭州市、诸暨市、岱山县、余姚市,宁波市、临海市、遂昌县、江山市,温州市、嵊泗县、景宁畲族自治县、开化县,嘉兴市、淳安县、瑞安市、长兴县,湖州市、东阳市、缙云县、常山县,绍兴市、永康市、云和县、平湖市,金华市、新昌县、平阳县、安吉县,衢州市、义乌市、龙港市、桐乡市,舟山市、武义县、庆元县、象山县,台州市、建德市、乐清市、龙游县,丽水市、文成县、海宁市、德清县,三门县、桐庐县、永嘉县、宁海县,仙居县、嵊州市、青田县、海盐县,天台县、兰溪市、苍南县、龙泉市,温岭市、浦江县、泰顺县、慈溪市,玉环市、磐安县、松阳县、嘉善县
